2025-02-05 21:04:44,585 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-02-05 21:04:44,585 - INFO - Probing node bootstrap-0 broker version
2025-02-05 21:04:44,585 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-02-05 21:04:44,710 - INFO - Broker version identified as 2.5.0
2025-02-05 21:04:44,710 - INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
2025-02-05 21:04:44,713 - INFO - Conectado a Kafka exitosamente.
2025-02-05 21:04:44,716 - INFO - Transacción enviada: {'timestamp': '2025-02-05 21:04:44', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 57, 'precio_unitario': 2746.98, 'total': 156577.86, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:54,716 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:54', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 26, 'precio_unitario': 2722.85, 'total': 70794.1, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:55,723 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:55', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 2, 'precio_unitario': 267.46, 'total': 534.92, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:56,728 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:56', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 52, 'precio_unitario': 1831.77, 'total': 95252.04, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:57,735 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:57', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 28, 'precio_unitario': 763.5, 'total': 21378.0, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:58,742 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:58', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 80, 'precio_unitario': 1889.08, 'total': 151126.4, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:59,749 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:59', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 66, 'precio_unitario': 2816.04, 'total': 185858.64, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:31:00,752 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:31:00', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 81, 'precio_unitario': 755.25, 'total': 61175.25, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:31:01,758 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:31:01', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 90, 'precio_unitario': 605.07, 'total': 54456.3, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:31:02,761 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:31:02', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 39, 'precio_unitario': 1550.98, 'total': 60488.22, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:31:03,765 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:31:03', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 30, 'precio_unitario': 1232.5, 'total': 36975.0, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:31:04,772 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:31:04', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 83, 'precio_unitario': 299.18, 'total': 24831.94, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:31:05,780 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:31:05', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 69, 'precio_unitario': 1710.25, 'total': 118007.25, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:31:06,787 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:31:06', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 8, 'precio_unitario': 307.51, 'total': 2460.08, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:31:07,794 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:31:07', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 81, 'precio_unitario': 2090.8, 'total': 169354.8, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:31:08,802 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:31:08', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 79, 'precio_unitario': 386.52, 'total': 30535.08, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:31:09,809 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:31:09', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 45, 'precio_unitario': 2554.58, 'total': 114956.1, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:31:10,812 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:31:10', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 85, 'precio_unitario': 2688.82, 'total': 228549.7, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:31:11,817 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:31:11', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 91, 'precio_unitario': 2781.81, 'total': 253144.71, 'estado': 'FALLIDO', 'error': 'ERROR_API'}
2025-02-06 15:31:12,824 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:31:12', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 48, 'precio_unitario': 1625.22, 'total': 78010.56, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:31:13,831 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:31:13', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 100, 'precio_unitario': 2263.99, 'total': 226399.0, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:31:14,838 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:31:14', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 60, 'precio_unitario': 2203.17, 'total': 132190.2, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:31:15,845 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:31:15', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 94, 'precio_unitario': 1929.8, 'total': 181401.2, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:31:16,852 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:31:16', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 92, 'precio_unitario': 123.29, 'total': 11342.68, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:31:17,859 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:31:17', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 89, 'precio_unitario': 1096.96, 'total': 97629.44, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:31:18,862 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:31:18', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 59, 'precio_unitario': 2622.42, 'total': 154722.78, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:31:18,874 - INFO - Closing the Kafka producer with 0 secs timeout.
2025-02-06 15:31:18,874 - INFO - Proceeding to force close the producer since pending requests could not be completed within timeout 0.
2025-02-06 23:32:23,705 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-02-06 23:32:23,706 - INFO - Probing node bootstrap-0 broker version
2025-02-06 23:32:23,706 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-02-06 23:32:23,824 - INFO - Broker version identified as 2.5.0
2025-02-06 23:32:23,824 - INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
2025-02-06 23:32:23,826 - INFO - Conectado a Kafka exitosamente.
2025-02-06 23:32:23,829 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:23', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 68, 'precio_unitario': 796.33, 'total': 54150.44, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:23,830 - INFO - <BrokerConnection node_id=1 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-02-06 23:32:23,830 - INFO - <BrokerConnection node_id=1 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-02-06 23:32:23,830 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connected> [IPv6 ('::1', 9092, 0, 0)]>: Closing connection. 
2025-02-06 23:32:24,836 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:24', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 61, 'precio_unitario': 2787.57, 'total': 170041.77, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:25,844 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:25', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 90, 'precio_unitario': 2359.13, 'total': 212321.7, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:26,850 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:26', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 48, 'precio_unitario': 703.91, 'total': 33787.68, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:27,856 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:27', 'accion': 'MSFT', 'tipo_transaccion': 'COMPRA', 'cantidad': 43, 'precio_unitario': 918.75, 'total': 39506.25, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:28,862 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:28', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 96, 'precio_unitario': 430.33, 'total': 41311.68, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:29,866 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:29', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 59, 'precio_unitario': 520.09, 'total': 30685.31, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:30,871 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:30', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 97, 'precio_unitario': 1331.64, 'total': 129169.08, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:31,878 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:31', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 39, 'precio_unitario': 243.39, 'total': 9492.21, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:32,881 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:32', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 29, 'precio_unitario': 420.99, 'total': 12208.71, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:33,883 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:33', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 10, 'precio_unitario': 1568.73, 'total': 15687.3, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:34,889 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:34', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 62, 'precio_unitario': 956.03, 'total': 59273.86, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:35,891 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:35', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 16, 'precio_unitario': 206.3, 'total': 3300.8, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:36,896 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:36', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 20, 'precio_unitario': 1665.42, 'total': 33308.4, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:37,903 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:37', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 14, 'precio_unitario': 1257.35, 'total': 17602.9, 'estado': 'FALLIDO', 'error': 'TIMEOUT'}
2025-02-06 23:32:38,909 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:38', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 54, 'precio_unitario': 2413.55, 'total': 130331.7, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:39,911 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:39', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 17, 'precio_unitario': 2521.24, 'total': 42861.08, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:40,915 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:40', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 17, 'precio_unitario': 1445.21, 'total': 24568.57, 'estado': 'FALLIDO', 'error': 'ERROR_CONEXION'}
2025-02-06 23:32:41,918 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:41', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 62, 'precio_unitario': 1240.52, 'total': 76912.24, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:42,925 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:42', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 41, 'precio_unitario': 2691.37, 'total': 110346.17, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:43,930 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:43', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 14, 'precio_unitario': 2603.52, 'total': 36449.28, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:44,937 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:44', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 79, 'precio_unitario': 1828.51, 'total': 144452.29, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:45,945 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:45', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 35, 'precio_unitario': 1478.22, 'total': 51737.7, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:46,947 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:46', 'accion': 'MSFT', 'tipo_transaccion': 'COMPRA', 'cantidad': 15, 'precio_unitario': 2860.79, 'total': 42911.85, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:47,951 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:47', 'accion': 'MSFT', 'tipo_transaccion': 'COMPRA', 'cantidad': 10, 'precio_unitario': 2931.0, 'total': 29310.0, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:48,957 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:48', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 25, 'precio_unitario': 1618.31, 'total': 40457.75, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:49,963 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:49', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 89, 'precio_unitario': 1019.1, 'total': 90699.9, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:50,966 - INFO - Transacción enviada: {'timestamp': '2025-02-06 23:32:50', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 71, 'precio_unitario': 2031.72, 'total': 144252.12, 'estado': 'EXITOSO', 'error': None}
2025-02-06 23:32:50,985 - INFO - Closing the Kafka producer with 0 secs timeout.
2025-02-06 23:32:50,985 - INFO - Proceeding to force close the producer since pending requests could not be completed within timeout 0.
2025-02-07 23:06:44,756 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-02-07 23:06:44,757 - INFO - Probing node bootstrap-0 broker version
2025-02-07 23:06:44,757 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-02-07 23:06:44,880 - INFO - Broker version identified as 2.5.0
2025-02-07 23:06:44,881 - INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
2025-02-07 23:06:44,883 - INFO - Conectado a Kafka exitosamente.
2025-02-07 23:06:44,886 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:06:44', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 64, 'precio_unitario': 2551.43, 'total': 163291.52, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:06:44,887 - INFO - <BrokerConnection node_id=1 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-02-07 23:06:44,887 - INFO - <BrokerConnection node_id=1 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-02-07 23:06:44,887 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connected> [IPv6 ('::1', 9092, 0, 0)]>: Closing connection. 
2025-02-07 23:06:45,888 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:06:45', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 1, 'precio_unitario': 2321.57, 'total': 2321.57, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:06:46,895 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:06:46', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 36, 'precio_unitario': 1028.52, 'total': 37026.72, 'estado': 'FALLIDO', 'error': 'ERROR_CONEXION'}
2025-02-07 23:06:47,902 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:06:47', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 61, 'precio_unitario': 950.45, 'total': 57977.45, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:06:48,908 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:06:48', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 87, 'precio_unitario': 2303.21, 'total': 200379.27, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:06:49,911 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:06:49', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 35, 'precio_unitario': 156.82, 'total': 5488.7, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:06:50,917 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:06:50', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 28, 'precio_unitario': 1485.57, 'total': 41595.96, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:06:51,923 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:06:51', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 84, 'precio_unitario': 2057.98, 'total': 172870.32, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:06:52,930 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:06:52', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 22, 'precio_unitario': 291.73, 'total': 6418.06, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:06:53,938 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:06:53', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 73, 'precio_unitario': 2560.41, 'total': 186909.93, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:06:54,942 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:06:54', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 35, 'precio_unitario': 1384.51, 'total': 48457.85, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:06:55,944 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:06:55', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 23, 'precio_unitario': 2927.76, 'total': 67338.48, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:06:56,951 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:06:56', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 45, 'precio_unitario': 994.45, 'total': 44750.25, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:06:57,956 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:06:57', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 34, 'precio_unitario': 266.71, 'total': 9068.14, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:06:58,963 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:06:58', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 18, 'precio_unitario': 915.19, 'total': 16473.42, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:06:59,969 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:06:59', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 5, 'precio_unitario': 243.37, 'total': 1216.85, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:07:00,972 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:07:00', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 67, 'precio_unitario': 2657.57, 'total': 178057.19, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:07:01,975 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:07:01', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 42, 'precio_unitario': 398.64, 'total': 16742.88, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:07:02,981 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:07:02', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 9, 'precio_unitario': 1379.52, 'total': 12415.68, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:07:03,987 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:07:03', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 29, 'precio_unitario': 515.92, 'total': 14961.68, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:07:04,991 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:07:04', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 99, 'precio_unitario': 2756.6, 'total': 272903.4, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:07:05,998 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:07:05', 'accion': 'MSFT', 'tipo_transaccion': 'COMPRA', 'cantidad': 66, 'precio_unitario': 2325.79, 'total': 153502.14, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:07:07,004 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:07:07', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 63, 'precio_unitario': 2827.64, 'total': 178141.32, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:07:08,008 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:07:08', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 59, 'precio_unitario': 1071.14, 'total': 63197.26, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:07:09,011 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:07:09', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 3, 'precio_unitario': 2286.91, 'total': 6860.73, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:07:10,015 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:07:10', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 28, 'precio_unitario': 2083.02, 'total': 58324.56, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:07:11,022 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:07:11', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 37, 'precio_unitario': 1517.73, 'total': 56156.01, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:07:12,025 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:07:12', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 99, 'precio_unitario': 1070.39, 'total': 105968.61, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:07:13,032 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:07:13', 'accion': 'MSFT', 'tipo_transaccion': 'COMPRA', 'cantidad': 26, 'precio_unitario': 2307.81, 'total': 60003.06, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:07:14,036 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:07:14', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 87, 'precio_unitario': 2643.11, 'total': 229950.57, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:07:15,039 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:07:15', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 91, 'precio_unitario': 2079.84, 'total': 189265.44, 'estado': 'FALLIDO', 'error': 'ERROR_CONEXION'}
2025-02-07 23:07:16,045 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:07:16', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 62, 'precio_unitario': 278.63, 'total': 17275.06, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:07:17,050 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:07:17', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 22, 'precio_unitario': 879.52, 'total': 19349.44, 'estado': 'FALLIDO', 'error': 'ERROR_CONEXION'}
2025-02-07 23:07:18,053 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:07:18', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 7, 'precio_unitario': 2267.42, 'total': 15871.94, 'estado': 'EXITOSO', 'error': None}
2025-02-07 23:07:19,062 - INFO - Transacción enviada: {'timestamp': '2025-02-07 23:07:19', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 22, 'precio_unitario': 1983.03, 'total': 43626.66, 'estado': 'EXITOSO', 'error': None}
